PROCESSO;REF. EXTERNA;ll;DATA REGISTRO;D.I.;TX DOLAR D.I.;CLIENTE DO PROCESSO;CÓDIGO;DESCRIÇÃO DO PRODUTO;NCM;CÓD. ADIÇÃO;CÓDIGO EXPORTADOR;EXPORTADOR;FABRICANTE;QTD.;CFOP;UNIDADE;NÚMERO NOTA;FOB;FRETE;SEGURO;THC;CIF;I.I;% I.I;I.P.I.;% I.P.I.;DESPESAS;PIS;% PIS;COFINS;% COFINS;ANTIDUMPING;BC. ICMS;ICMS;% ICMS;VALOR UNITÁRIO;PESO LÍQUIDO;DIFERÊNÇA IPI;ICMS S.T.;TOTAL
87255;OCCT06595/22;FOX00248 + 00258;30/08/2022;22/1688022-0;5,042800;NUTRAMAX S.A.;690957;NOME COMERCIAL: POLIDEXTROSE (POLYDEXTROSE ) EM PÓ - POLIDEXTROSE É O NOME GENÉRICO DO POLÍMERO COM LIGAÇÕES RANDÔMICAS OBTIDO PELA CONDENSAÇÃO DE DEXTROSE, ÁCIDO CÍTRICO E SORBITOL - CAS: 68424-04-4 - EINECS (EC#): 232-536-8 - INS: 1200 - FÓRMULA MOLECULAR: (C6H10O5)N - PESO MOLECULAR: VARIÁVEL, PORÉM MENOR QUE 22000 G/MOL - ASPECTO: PÓ FINO, DE COLORAÇÃO BRANCA OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A POLIDEXTROSE É UTILIZADA PRINCIPALMENTE COMO FIBRA DIETÉTICA SOLÚVEL, AGENTE DE CORPO, ESPESSANTE OU ESTABILIZANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39071041;3;;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;500,000;5949-C3;QUILOGRAMALIQUIDO;198370;7.059,92;1.124,89;10,81;0,00;8.195,63;0,00;0.00%;266,36;3.25%;540,52;172,11;2.1%;790,88;9.65%;0,00;10.776,82;1.077,68;10.0%;21,55;500,00;83,89;0,00;11.127,07
87255;OCCT06595/22;FOX00248 + 00258;30/08/2022;22/1688022-0;5,042800;NUTRAMAX S.A.;690957;NOME COMERCIAL: POLIDEXTROSE (POLYDEXTROSE ) EM PÓ - POLIDEXTROSE É O NOME GENÉRICO DO POLÍMERO COM LIGAÇÕES RANDÔMICAS OBTIDO PELA CONDENSAÇÃO DE DEXTROSE, ÁCIDO CÍTRICO E SORBITOL - CAS: 68424-04-4 - EINECS (EC#): 232-536-8 - INS: 1200 - FÓRMULA MOLECULAR: (C6H10O5)N - PESO MOLECULAR: VARIÁVEL, PORÉM MENOR QUE 22000 G/MOL - ASPECTO: PÓ FINO, DE COLORAÇÃO BRANCA OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A POLIDEXTROSE É UTILIZADA PRINCIPALMENTE COMO FIBRA DIETÉTICA SOLÚVEL, AGENTE DE CORPO, ESPESSANTE OU ESTABILIZANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39071041;3;;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;10,000;5949-C3;QUILOGRAMALIQUIDO;198370;141,20;22,50;0,22;0,00;163,91;0,00;0.00%;5,33;3.25%;10,81;3,44;2.1%;15,82;9.65%;0,00;215,54;21,55;10.0%;21,55;10,00;1,68;0,00;222,55
87255;OCCT06595/22;FOX00248 + 00258;30/08/2022;22/1688022-0;5,042800;NUTRAMAX S.A.;885379;NOME COMERCIAL: POLIDEXTROSE TIPO 2 EM PÓ - POLIDEXTROSE É O NOME GENÉRICO DO POLÍMERO COM LIGAÇÕES RANDÔMICAS OBTIDO PELA CONDENSAÇÃO DE DEXTROSE, ÁCIDO CÍTRICO E SORBITOL - CAS: 68424-04-4 - EINECS (EC#): 232-536-8 - INS: 1200 - FÓRMULA MOLECULAR: (C6H10O5)N - PESO MOLECULAR: VARIÁVEL, PORÉM MENOR QUE 22000 G/MOL - ASPECTO: PÓ FINO, DE COLORAÇÃO BRANCA OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A POLIDEXTROSE É UTILIZADA PRINCIPALMENTE COMO FIBRA DIETÉTICA SOLÚVEL, AGENTE DE CORPO, ESPESSANTE OU ESTABILIZANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39071041;3;;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;20.000,000;5949-C3;QUILOGRAMA LIQUIDO;198370;133.129,92;44.995,75;235,35;0,00;178.361,02;0,00;0.00%;5.796,73;3.25%;10.192,67;3.745,57;2.1%;17.211,83;9.65%;0,00;232.790,11;23.279,01;10.0%;11,64;20.000,00;1.768,95;0,00;240.355,79
74762;OCCT06809/21;FOX 00154;27/01/2022;22/0172802-9;5,432400;NUTRAMAX S.A.;228590;"NOME COMERCIAL: SORBATO DE POTÁSSIO GRANULAR   SORBATO DE POTÁSSIO É O NOME GENÉRICO DO SAL POTÁSSICO DO ÁCIDO SÓRBICO   NOMES QUÍMICOS: SORBATO DE POTÁSSIO; POTASSIUM SALT OF TRANS, TRANS-2,4-HEXADIENOIC ACID   SINÔNIMOS: 2,4-HEXADIENOIC ACID, POTASSIUM SALT, (E,E)-; POTASSIUM (E,E)-HEXA-2,4-DIENOATE; (E,E)-HEXADIENOIC ACID, POTASSIUM SALT; 2,4-POTASSIUM HEXADIENOIC ACID; 2,4-HEXADIENOIC ACID POTASSIUM SALT; 2,4-POTASSIUM SORBATE; POTASSIUM (2E,4E)-HEXA-2,4-DIENOATE; POTASSIUM (2Z,4Z)-HEXA-2,4-DIENOATE - CAS: 24634-61-5   EINECS (EC#): 246-376-1   INS: 202   FÓRMULA MOLECULAR: C6H7KO2   PESO MOLECULAR: 150,22 G/MOL - ASPECTO FÍSICO: PÓ/GRANULADO DE COR BRANCA OU OFF-WHITE - ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO - O SORBATO DE POTÁSSIO É UTILIZADO PRINCIPALMENTE COMO CONSERVANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29161911;1;;NANTONG ACETIC ACID CHEMICAL CO., LTD.;;22.500,000;5949-C3;QUILOGRAMA LIQUIDO (;181477;537.807,60;75.157,25;814,70;865,00;614.644,55;66.381,61;10.80%;0,00;0.0%;29.065,91;12.907,53;2.1%;59.313,19;9.65%;0,00;869.236,44;86.923,64;10.0%;38,63;22.500,00;0,00;0,00;869.236,44
87490;OCCT06830/22;FOX 00262;10/10/2022;22/1991948-9;5,222100;NUTRAMAX S.A.;886820;"NOME COMERCIAL: ERITRITOL CRISTALINO 30-60 MESH ERITRITOL É O NOME GENÉRICO DO POLIOL OBTIDO PELA FERMENTAÇÃO DE AMIDO HIDROLISADO POR LEVEDURAS OSMOFÍLICAS COMO MONILIELLA POLLINIS OU TRICHOSPORONOIDES MEGACHILENSIS NOMES QUÍMICOS: ERITRITOL ; 1,2,3,4-BUTANETETROL SINÔNIMOS: MESO-ERITRITOL, TETRAHIDROXIBUTANO, ERYTHRITE - CAS: 149-32-6 EINECS (EC#): 205-737-3 INS: 968 FÓRMULA MOLECULAR: C4H10O4 PESO MOLECULAR: 122,12 G/MOL ESTADO FÍSICO: PÓ BRANCO, CRISTALINO. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. O ERITRITOL É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29054900;1;;YUSWEET CO., LTD;YUSWEET CO., LTD;25,000;5949-C3;TONELADA METRICA;202505;237.364,55;41.495,59;363,56;0,00;279.223,70;0,00;0.00%;0,00;0.0%;6.404,78;5.863,69;2.1%;26.945,08;9.65%;0,00;353.819,17;35.381,92;10.0%;14.152,77;25.000,00;0,00;0,00;353.819,17
87490;OCCT06830/22;FOX 00262;10/10/2022;22/1991948-9;5,222100;NUTRAMAX S.A.;788815;NOME COMERCIAL: MALTITOL CRISTALINO 20-80 MESH - MALTITOL É O NOME GENÉRICO DO POLIOL OBTIDO PELA HIDROGENAÇÃO DA MALTOSE - NOMES QUÍMICOS: MALTITOL, ALFA-D-GLUCOPIRANOSIL-1,4-D-GLUCITOL  - SINÔNIMOS: D-MALTITOL, MALTOSE HIDROGENADA - CAS: 585-88-6 - EINECS (EC#): 209-567-0 - INS: 965 - FÓRMULA MOLECULAR: C12H24O11 - PESO MOLECULAR: 344,31G/MOL - ASPECTO FÍSICO: PÓ BRANCO, CRISTALINO - O MALTITOL É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29400093;2;;YUSWEET CO., LTD;YUSWEET CO., LTD;50,000;5949-C3;TONELADA METRICA;202505;427.730,20;82.991,18;655,16;0,00;511.376,54;57.274,17;11.20%;0,00;0.0%;11.543,40;10.738,90;2.1%;49.347,83;9.65%;0,00;711.423,16;71.142,32;10.0%;14.228,46;50.000,00;0,00;0,00;711.423,16
75016;OCCT07063/21;FOX 00186;13/09/2021;21/1745099-6;5,215800;NUTRAMAX S.A.;587052;"NOME COMERCIAL: CREATINA MONOIDRATADA 200 MESH - A CREATINA É UM COMPOSTO DE AMINOÁCIDOS NATURALMENTE PRESENTE NAS FIBRAS MUSCULARES E NO CÉREBRO, MAS PRODUZIDA COMERCIALMENTE POR HIDRÓLISE DE PROTEÍNAS - NOME IUPAC: ÁCIDO 2-(CARBAMIMIDOIL-METIL-AMINO)ACÉTICO - SINÔNIMOS: CREATINE; METHYL GLYCOCYAMINE; ALPHA-METHYLGUANIDO]ACETIC ACID; (A-METHYLGUANIDO)ACETIC ACID; N-GUANYL-N-METHYLGLYCINE; N-METHYL-N-GUANYLGLYCINE; N-(AMINOIMINOMETHYL)-N-METHYL-GLYCINE; - CAS: 57-00-1 - EINECS (EC#): 200-306-6 - FÓRMULA MOLECULAR: C4H9N3O2 - PESO MOLECULAR: 131,13 G/MOL - ESTADO FÍSICO:  PÓ BRANCO OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A CREATINA É UTILIZADA PRINCIPALMENTE EM SUPLEMENTOS ESPORTIVOS VISANDO O AUMENTO DA FORÇA EM TRABALHOS FÍSICOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29224990;1;;NINGXIA HENGKANG TECHNOLOGY CO., LTD;NINGXIA BAOMA PHARM LIMITED COMPANY;25.000,000;5949-C3;QUILOGRAMALIQUIDO;170795;860.607,00;57.764,99;1.139,08;975,00;920.486,06;18.409,72;2.00%;0,00;0.0%;22.589,58;19.330,20;2.1%;88.826,90;9.65%;0,00;1.188.491,63;118.849,16;10.0%;47,54;25.000,00;0,00;0,00;1.188.491,63
62549;OCCT07087/20;2000159 + 135 + 134;16/11/2020;20/1831763-5;5,485400;NUTRAMAX S.A.;244779;NOME COMERCIAL: XILITOL CRISTALINO   XILITOL É O NOME GENÉRICO DO COMPOSTO CONHECIDO PELO NOME QUÍMICO 1,2,3,4,5- PENTAHIDROXI-PENTANO. CAS: 87-99-0 - FÓRMULA MOLECULAR: C5H12O5 - PESO MOLECULAR: 152,15 G/MOL   XILITOL É UM COMPOSTO ORGÂNICO DE CONSTITUIÇÃO QUÍMICA DEFINIDA E ISOLADO, UM OUTRO POLIÁLCOOL, UM ÁLCOOL ACÍCLICO. XILITOL É ENCONTRADO NATURALMENTE EM DIVERSAS FRUTAS E VEGETAIS, MAS É PRODUZIDO COMERCIALMENTE A PARTIR DO MILHO - ASPECTO FÍSICO: PÓ BRANCO, CRISTALINO - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO   É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS.  PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29054900;1;;YUSWEET CO., LTD;;25.000,000;5949-C3;QUILOGRAMA LIQUIDO;145332;370.264,50;17.865,10;481,70;710,00;389.321,30;7.786,43;2.00%;0,00;0.0%;6.474,88;8.175,75;2.1%;37.569,50;9.65%;0,00;499.253,17;49.925,32;10.0%;19,97;25.000,00;0,00;0,00;499.253,17
62549;OCCT07087/20;2000159 + 135 + 134;16/11/2020;20/1831763-5;5,485400;NUTRAMAX S.A.;244779;NOME COMERCIAL: XILITOL CRISTALINO   XILITOL É O NOME GENÉRICO DO COMPOSTO CONHECIDO PELO NOME QUÍMICO 1,2,3,4,5- PENTAHIDROXI-PENTANO. CAS: 87-99-0 - FÓRMULA MOLECULAR: C5H12O5 - PESO MOLECULAR: 152,15 G/MOL   XILITOL É UM COMPOSTO ORGÂNICO DE CONSTITUIÇÃO QUÍMICA DEFINIDA E ISOLADO, UM OUTRO POLIÁLCOOL, UM ÁLCOOL ACÍCLICO. XILITOL É ENCONTRADO NATURALMENTE EM DIVERSAS FRUTAS E VEGETAIS, MAS É PRODUZIDO COMERCIALMENTE A PARTIR DO MILHO - ASPECTO FÍSICO: PÓ BRANCO, CRISTALINO - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO   É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS.  PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29054900;1;;YUSWEET CO., LTD;;25.000,000;5949-C3;QUILOGRAMA LIQUIDO;145332;370.264,50;17.865,10;481,70;710,00;389.321,30;7.786,43;2.00%;0,00;0.0%;6.474,88;8.175,75;2.1%;37.569,50;9.65%;0,00;499.253,17;49.925,32;10.0%;19,97;25.000,00;0,00;0,00;499.253,17
62549;OCCT07087/20;2000159 + 135 + 134;16/11/2020;20/1831763-5;5,485400;NUTRAMAX S.A.;587052;"NOME COMERCIAL: CREATINA MONOIDRATADA 200 MESH - A CREATINA É UM COMPOSTO DE AMINOÁCIDOS NATURALMENTE PRESENTE NAS FIBRAS MUSCULARES E NO CÉREBRO, MAS PRODUZIDA COMERCIALMENTE POR HIDRÓLISE DE PROTEÍNAS - NOME IUPAC: ÁCIDO 2-(CARBAMIMIDOIL-METIL-AMINO)ACÉTICO - SINÔNIMOS: CREATINE; METHYL GLYCOCYAMINE; ALPHA-METHYLGUANIDO]ACETIC ACID; (A-METHYLGUANIDO)ACETIC ACID; N-GUANYL-N-METHYLGLYCINE; N-METHYL-N-GUANYLGLYCINE; N-(AMINOIMINOMETHYL)-N-METHYL-GLYCINE; - CAS: 57-00-1 - EINECS (EC#): 200-306-6 - FÓRMULA MOLECULAR: C4H9N3O2 - PESO MOLECULAR: 131,13 G/MOL - ESTADO FÍSICO:  PÓ BRANCO OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A CREATINA É UTILIZADA PRINCIPALMENTE EM SUPLEMENTOS ESPORTIVOS VISANDO O AUMENTO DA FORÇA EM TRABALHOS FÍSICOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29224990;2;;YUSWEET CO., LTD;NINGXIA BAOMA PHARM LIMITED COMPANY;25.000,000;5949-C3;QUILOGRAMALIQUIDO;145332;374.378,55;17.865,07;487,05;710,00;393.440,67;7.868,81;2.00%;0,00;0.0%;6.546,83;8.262,25;2.1%;37.967,02;9.65%;0,00;504.539,53;50.453,95;10.0%;20,18;25.000,00;0,00;0,00;504.539,53
117997;OCCT07145/24;SAP 00391;27/08/2024;24/1849498-4;5,492100;DISPROQUIMA BRASIL SA;252223;NOME COMERCIAL: ISOMALTULOSE EM PÓ   ISOMALTULOSE É O NOME GENÉRICO DO DISSACARÍDEO (CARBOIDRATO) CUJA MOLÉCULA É COMPOSTA POR UMA GLICOSE E UMA FRUTOSE LIGADAS ATRAVÉS DE LIGAÇÃO GLICOSÍDICA TIPO ALFA 1,6. NOME QUÍMICO: 6-0-?-D-GLUCOPIRANOSIL-D-FRUTOSE - SINÔNIMOS: PALATINOSE - CAS: 13718-94-0 - FÓRMULA MOLECULAR: C12H22O11 -  PESO MOLECULAR: 342,30 G/MOL   ASPECTO FÍSICO: PÓ/CRISTAIS BRANCOS OU OFF-WHITE - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO   A ISOMALTULOSE É UM CARBOIDRATO (AÇÚCAR QUIMICAMENTE PURO) ENCONTRADO NATURALMENTE NO MEL E EXTRATOS DE CANA DE AÇÚCAR, POR EXEMPLO. É PRODUZIDA COMERCIALMENTE A PARTIR DA ISOMERIZAÇÃO (REARRANJO ENZIMÁTICO) DO AÇÚCAR (SACAROSE). É UTILIZADA PRINCIPALMENTE COMO ADOÇANTE NATURAL E TAMBÉM INDUSTRIALMENTE COMO MATÉRIA-PRIMA PARA PRODUÇÃO DO POLIÁLCOOL ISOMALTE. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29400019;1;;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;15.000,000;5949-C3;QUILOGRAMALIQUIDO;275986;177.120,23;30.852,04;252,20;0,00;208.224,46;0,00;0.00%;0,00;0.0%;8.945,70;4.372,71;2.1%;20.093,65;9.65%;0,00;268.485,02;26.848,50;10.0%;17,90;15.000,00;0,00;0,00;268.485,02
117997;OCCT07145/24;SAP 00391;27/08/2024;24/1849498-4;5,492100;DISPROQUIMA BRASIL SA;1342494;NOME COMERCIAL: DEXTRINA RESISTENTE PÓ (ORIGEM DE TAPIOCA) - DEXTRINA RESISTENTE É O NOME GENÉRICO DA FIBRA DIETÉTICA SOLÚVEL EM ÁGUA OBTIDA A PARTIR DA HIDRÓLISE ÁCIDA E A QUENTE DO AMIDO DE TAPIOCA E POSTERIOR FORMAÇÃO DE MOLÉCULAS MENORES E COM NOVAS LIGAÇÕES QUÍMICAS. CONCENTRAÇÃO MÍNIMA DE 90% DE DEXTRINA RESISTENTE EM BASE SECA - NOME: DEXTRINA RESISTENTE - SINÔNIMOS: FIBRA SOLÚVEL DE TAPIOCA - CAS: 9004-53-9 - EINECS (EC#): 232-675-4 - FÓRMULA MOLECULAR: VARIÁVEL - PESO MOLECULAR: VARIÁVEL - ASPECTO: PÓ BRANCO A LEVEMENTE AMARELADO OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A DEXTRINA RESISTENTE É UTILIZADA PRINCIPALMENTE COMO FONTE DE FIBRA SOLÚVEL EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;35051000;2;;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;100,000;5949-C3;QUILOGRAMA LIQUIDO;275986;2.416,52;205,68;3,46;0,00;2.625,66;330,83;12.60%;0,00;0.0%;122,05;55,13;2.1%;253,37;9.65%;0,00;3.763,38;376,34;10.0%;37,63;100,00;0,00;0,00;3.763,38
117997;OCCT07145/24;SAP 00391;27/08/2024;24/1849498-4;5,492100;DISPROQUIMA BRASIL SA;885379;NOME COMERCIAL: POLIDEXTROSE TIPO 2 EM PÓ - POLIDEXTROSE É O NOME GENÉRICO DO POLÍMERO COM LIGAÇÕES RANDÔMICAS OBTIDO PELA CONDENSAÇÃO DE DEXTROSE, ÁCIDO CÍTRICO E SORBITOL - CAS: 68424-04-4 - EINECS (EC#): 232-536-8 - INS: 1200 - FÓRMULA MOLECULAR: (C6H10O5)N - PESO MOLECULAR: VARIÁVEL, PORÉM MENOR QUE 22000 G/MOL - ASPECTO: PÓ FINO, DE COLORAÇÃO BRANCA OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A POLIDEXTROSE É UTILIZADA PRINCIPALMENTE COMO FIBRA DIETÉTICA SOLÚVEL, AGENTE DE CORPO, ESPESSANTE OU ESTABILIZANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39071041;3;;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;10.000,000;5949-C3;QUILOGRAMA LIQUIDO;275986;63.982,97;20.568,02;91,11;0,00;84.642,10;0,00;0.00%;2.750,86;3.25%;3.231,55;1.777,48;2.1%;8.167,95;9.65%;0,00;108.687,87;10.868,79;10.0%;10,87;10.000,00;781,50;0,00;112.220,23
118001;OCCT07149/24;SAP 00396;19/08/2024;24/1775928-3;5,463200;DISPROQUIMA BRASIL SA;1033825;NOME COMERCIAL: POLIDEXTROSE TIPO 3 (POLYDEXTROSE TYPE 3) EM PÓ (RS<0,7%) POLIDEXTROSE É O NOME GENÉRICO DO POLÍMERO COM LIGAÇÕES RANDÔMICAS OBTIDO PELA CONDENSAÇÃO DE DEXTROSE, ÁCIDO CÍTRICO E SORBITOL   CAS: 68424-04-4   EINECS (EC#): 232-536-8   INS: 1200   FÓRMULA MOLECULAR: (C6H10O5)N   PESO MOLECULAR: VARIÁVEL, PORÉM MENOR QUE 22000 G/MOL   ASPECTO: PÓ FINO, DE COLORAÇÃO BRANCA OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A POLIDEXTROSE É UTILIZADA PRINCIPALMENTE COMO FIBRA DIETÉTICA SOLÚVEL, AGENTE DE CORPO, ESPESSANTE OU ESTABILIZANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39071041;1;;HENAN TAILIJIE BIOTECH CO., LTD.;HENAN TAILIJIE BIOTECH CO., LTD.;17.500,000;5949-C3;QUILOGRAMA LIQUIDO;274773;134.258,14;40.974,00;546,32;0,00;175.778,46;0,00;0.00%;5.712,79;3.25%;9.855,40;3.691,34;2.1%;16.962,62;9.65%;0,00;229.208,69;22.920,87;10.0%;13,10;17.500,00;1.736,49;0,00;236.657,97
75104;OCCT07151/21;FOX 00187;13/09/2021;21/1737908-6;5,215800;NUTRAMAX S.A.;242523;NOME COMERCIAL: POLIDEXTROSE TIPO 3 (RS<0,3) (POLYDEXTROSE TYPE 3) EM PÓ - POLIDEXTROSE É O NOME GENÉRICO DO POLÍMERO COM LIGAÇÕES RANDÔMICAS OBTIDO PELA CONDENSAÇÃO DE DEXTROSE, ÁCIDO CÍTRICO E SORBITOL - CAS: 68424-04-4 - EINECS (EC#): 232-536-8 - INS: 1200 - FÓRMULA MOLECULAR: (C6H10O5)N - PESO MOLECULAR: VARIÁVEL, PORÉM MENOR QUE 22000 G/MOL - ASPECTO: PÓ FINO, DE COLORAÇÃO BRANCA OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A POLIDEXTROSE É UTILIZADA PRINCIPALMENTE COMO FIBRA DIETÉTICA SOLÚVEL, AGENTE DE CORPO, ESPESSANTE OU ESTABILIZANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39071041;1;;HENAN TAILIJIE BIOTECH CO., LTD.;HENAN TAILIJIE BIOTECH CO., LTD.;50.000,000;5949-C3;QUILOGRAMALIQUIDO;170781;378.145,50;114.747,60;638,41;1.950,00;495.481,51;9.909,63;2.00%;25.269,55;5.0%;38.942,38;10.405,11;2.1%;47.813,96;9.65%;0,00;669.502,88;66.950,29;10.0%;13,39;50.000,00;8.205,59;0,00;702.978,02
62636;OCCT07174/20;2000158;20/10/2020;20/1649645-1;5,602300;NUTRAMAX S.A.;209250;"NOME COMERCIAL: ERITRITOL CRISTALINO 30-60 MESH   ERITRITOL É O NOME GENÉRICO DO POLIOL OBTIDO PELA FERMENTAÇÃO DE AMIDO HIDROLISADO POR LEVEDURAS OSMOFÍLICAS COMO MONILIELLA POLLINIS OU TRICHOSPORONOIDES MEGACHILENSIS   NOMES QUÍMICOS: ERITRITOL ; 1,2,3,4-BUTANETETROL   SINÔNIMOS: MESO-ERITRITOL, TETRAHIDROXIBUTANO, ERYTHRITE - CAS: 149-32-6   EINECS (EC#): 205-737-3   INS: 968   FÓRMULA MOLECULAR: C4H10O4   PESO MOLECULAR: 122,12 G/MOL   ESTADO FÍSICO:  PÓ BRANCO, CRISTALINO. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. O ERITRITOL É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29054900;1;;SHANDONG SANYUAN BIOTECHNOLOGY CO.,LTD;;25.000,000;5949-C3;QUILOGRAMA LIQUIDO (;142835;289.919,03;12.044,95;373,79;820,00;303.157,76;6.063,16;2.00%;0,00;0.0%;7.386,40;6.366,31;2.1%;29.254,72;9.65%;0,00;391.364,82;39.136,48;10.0%;15,65;25.000,00;0,00;0,00;391.364,82
101827;OCCT07180/23;FOX 00308;28/08/2023;23/1686560-6;4,877200;NUTRAMAX S.A.;1072061;"NOME COMERCIAL: ÁCIDO ASCÓRBICO (VITAMINA C) - NOMES QUÍMICOS: L-ÁCIDO ASCÓRBICO; ÁCIDO ASCÓRBICO; 2,3-DIDEHYDRO-LTHREO-HEXONO-1,4-LACTONE, 3- KETO-L-GULOFURANOLACTONE - SINÔNIMOS: VITAMINA C, INS300 - CAS: 50-81-7 - EINECS (EC#): 200-066-2 - INS: 300 - FÓRMULA MOLECULAR: C6H8O6 - PESO MOLECULAR: 176,13 G/MOL. ASPECTO FÍSICO: PÓ BRANCO OU OFF-WHITE, CRISTALINO - ACONDICIONADO EM CAIXAS/BARRICAS DE 25 KG PESO LÍQUIDO. O ÁCIDO ASCÓRBICO É UTILIZADO PRINCIPALMENTE COMO ANTIOXIDANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29362710;1;;SINOPHARM INTERNATIONAL HONGKONG LIMITED;LUWEI PHARMACEUTICAL GROUP CO., LTD;25.000,000;5949-C3;QUILOGRAMA LIQUIDO;234068;308.482,90;6.340,36;346,67;0,00;315.169,93;0,00;0.00%;0,00;0.0%;5.963,25;0,00;0.0%;0,00;0.0%;0,00;356.814,65;35.681,47;10.0%;14,27;25.000,00;0,00;0,00;356.814,65
