PROCESSO;REF. EXTERNA;ll;DATA REGISTRO;D.I.;TX DOLAR D.I.;CLIENTE DO PROCESSO;CÓDIGO;DESCRIÇÃO DO PRODUTO;NCM;CÓD. ADIÇÃO;CÓDIGO EXPORTADOR;EXPORTADOR;FABRICANTE;QTD.;CFOP;UNIDADE;NÚMERO NOTA;FOB;FRETE;SEGURO;THC;CIF;I.I;% I.I;I.P.I.;% I.P.I.;DESPESAS;PIS;% PIS;COFINS;% COFINS;ANTIDUMPING;BC. ICMS;ICMS;% ICMS;VALOR UNITÁRIO;PESO LÍQUIDO;DIFERÊNÇA IPI;ICMS S.T.;TOTAL
80202;OCCT12249/21;FOX00218, 00219, 00220;2022-03-23;22/0553632-9;4,920800;NUTRAMAX S.A.;734079;NOME COMERCIAL: GOMA GELANA DE BAIXA ACILAÇÃO (GELLAN GUM LOW ACYL) - POLISSACARÍDEO (HIDROCOLÓIDE) DE ALTO PESO MOLECULAR PRODUZIDO COMERCIALMENTE VIA FERMENTAÇÃO DE CARBOIDRATOS POR PSEUDOMONAS ELODEA. A ESTRUTURA QUÍMICA DA GOMA GELANA É PRINCIPALMENTE COMPOSTA POR UM TETRASSACARÍDEO (UNIDADE DE REPETIÇÃO ) COMPOSTO POR 2 UNIDADES DE GLICOSE, 1 ÁCIDO GLUCURÔNICO E 1 RAMNOSE, E SUBSTITUÍDO COM GRUPOS ACIL (GLICERIL E ACETIL) - ESTADO FÍSICO: PÓ BRANCO/OFF-WHITE OU AMARELADO. ACONDICIONADO EM BARRICAS DE 25 KG PESO LÍQUIDO - USADA COMO ESPESSANTE / GELIFICANTE / ESTABILIZANTE EM ALIMENTOS E BEBIDAS - CAS: 71010-52-1 - INS: 418 - PESO MOLECULAR APROXIMADO (VARIÁVEL) DE 500.000 G/MOL E FÓRMULA MOLECULAR VARIÁVEL - PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39139090.0;20;;NANJING JOYFUL IMP. / EXP. CO., LTD;XINJIANG FUFENG BIOTECHNOLOGIES CO.,LTD.;200,000;5949-C3;QUILOGRAMA LIQUIDO;185638;25.588,16;493,50;35,70;6,37;26.123,73;0,00;0.00%;979,64;3.75%;1.115,73;548,60;2.1%;2.520,94;9.65%;0,00;33.676,66;3.367,67;10.0%;168,38;200,00;283,23;0,00;34.939,53
80202;OCCT12249/21;FOX00218, 00219, 00220;2022-03-23;22/0553632-9;4,920800;NUTRAMAX S.A.;561130;"NOME COMERCIAL: EXTRATO DE TRIBULUS TERRESTRIS EM PÓ 40% SAPONINAS - TRIBULUS TERRESTRIS É O NOME GENÉRICO DA PLANTA HERBÁCEA RASTEIRA PERTENCENTE À FAMÍLIA DAS ZIGOFILÁCEAS, CARACTERIZADA POR ABUNDANTE QUANTIDADE DE ESPINHOS E FRUTOS ARREDONDADOS TAMBÉM ESPINHOSOS; ORIUNDA DA EUROPA, MAS ATUALMENTE ENCONTRADA EM QUASE TODAS AS REGIÕES DO MUNDO. EXTRATO SECO DE TRIBULUS TERRESTRIS PADRONIZADO COM MÍNIMO 40% DE SAPONINAS. NOME CIENTÍFICO: PUNCTUREVINE CALTROP FRUIT P.E - SINÔNIMOS: TRÍBULO, TRIBULUS TERRESTRIS, EXT.;TRIBULUSTERRISTRIS EXTRACT;PUNCTUREVINE CALTROP FRUIT EXTRACT - CAS: 90131-68-3 - EINECS: 290-381-1 - FÓRMULA MOLECULAR: C10H21N3O9 - PESO MOLECULAR: 327.28844 G/MOL - É UTILIZADA PRINCIPALMENTE EM SUPLEMENTOS NUTRICIONAIS PARA AUMENTO DA PERFORMANCE FÍSICA, AUMENTO DA LIBIDO ETC. PRODUTO EM PÓ DE COR AMARELADA/CREME A MARROM/ESVERDEADO (PODENDO VARIAR POR SER UM EXTRATO NATURAL) ACONDICIONADO EM BARRICAS DE 25 KG PESO LÍQUIDO CADA. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";13021999.0;1;;NANJING JOYFUL IMP. / EXP. CO., LTD;HANZHONG TRG BIOTECH CO., LTD;1.000,000;5949-C3;QUILOGRAMA LIQUIDO;185638;20.716,57;2.467,49;28,84;31,82;23.244,71;1.673,62;7.20%;0,00;0.0%;903,31;488,13;2.1%;2.243,11;9.65%;0,00;31.725,43;3.172,54;10.0%;31,73;1.000,00;0,00;0,00;31.725,43
80202;OCCT12249/21;FOX00218, 00219, 00220;2022-03-23;22/0553632-9;4,920800;NUTRAMAX S.A.;203946;"NOME COMERCIAL: L-GLUTAMINA   É O AMINOÁCIDO LIVRE E NÃO ESSENCIAL MAIS ABUNDANTE NATURALMENTE NO TECIDO MUSCULAR. PRODUZIDO COMERCIALMENTE VIA FERMENTATIVA - NOME QUÍMICO: L-GLUTAMINA; IUPAC: L-GLUTAMINE (2S)-2-AMINO-4-CARBAMOYLBUTANOIC ACID   FÓRMULA MOLECULAR C5H10N2O3   PESO MOLECULAR: 146,13 G/MOL   CAS: 56-85-9   JECFA: 1430   FEMA: 3684   A L-GLUTAMINA  É UTILIZADA PRINCIPALMENTE COMO FONTE DE AMINOÁCIDO EM ALIMENTOS, BEBIDAS E SUPLEMENTOS NUTRICIONAIS/ESPORTIVOS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29224220.0;6;;NANJING JOYFUL IMP. / EXP. CO., LTD;XINJIANG MEIHUA AMINO ACID CO.,LTD;3.000,000;5949-C3;QUILOGRAMALIQUIDO;185638;146.000,14;7.402,56;203,23;95,47;153.701,39;11.066,50;7.20%;0,00;0.0%;6.366,11;3.227,72;2.1%;14.832,18;9.65%;0,00;210.215,44;21.021,54;10.0%;70,07;3.000,00;0,00;0,00;210.215,44
80202;OCCT12249/21;FOX00218, 00219, 00220;2022-03-23;22/0553632-9;4,920800;NUTRAMAX S.A.;803563;"NOME COMERCIAL: GLICOSÍDEOS DE ESTEVIOL (STEVIOL GLYCOSIDES) - EDULCORANTES NATURAIS OBTIDOS POR EXTRAÇÃO A PARTIR DA FOLHA DA PLANTA STEVIA REBAUDIANA BERTONI . EXTRATO NATURAL CONTENDO GLICOSÍDEOS DE ESTEVIOL TOTAIS- NOME QUÍMICO: 1) ESTEVIOSÍDIO / STEVIOSIDE: 13-[(2-O-B-DGLUCOPYRANOSYL-B-D-GLUCOPYRANOSYL)OXY] KAUR-16-EN-18-OIC ACID, B-D-GLUCOPYRANOSYL ESTER - 2); 19-O-BETA-GLUCOPYRANOSYL-13-O-(BETA-GLUCOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSYL(1-3))-BETA-GLUCOPYRANOSYL-13-XHYDROXYKAUR-16-EN-19-OIC ACID - ; (4R)-13-[(2-O-B-D-GLUCOPYRANOSYL-3-O-B-D-GLUCOPYRANOSYL-B-D-GLUCOPYRANOSYL)OXY]KAUR-16-EN-18-OIC ACID B-D-GLUCOPYRANOSYL ESTER; (4A)-13-[(2-O-B-D-GLUCOPYRANOSYL-3-O-B-D-GLUCOPYRANOSYL-B-D-GLUCOPYRANOSYL)-OXY]KAUR-6-EN-8-OIC ACID B-D-GLUCOPYRANOSYL ESTER - CAS: 57817-89-7 (ESTEVIOSÍDIO) - INS: 960 - FÓRMULA MOLECULAR: C38H60O18 (ESTEVIOSÍDIO) - PESO MOLECULAR: 804,88 (ESTEVIOSÍDIO) -  ESTADO FÍSICO: PÓ, BRANCO OU OFF-WHITE. PRODUTO ACONDICIONADO EM CAIXA DE PAPELÃO DE 20 KG PESO LÍQUIDO. OS GLICOSÍDEOS DE ESTEVIOL SÃO UTILIZADOS PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) NATURAL DE ALTA INTENSIDADE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29389020.0;13;;NANJING JOYFUL IMP. / EXP. CO., LTD;SHANDONG HAIGEN BIOTECHNOLOGY CO., LTD.;500,000;5949-C3;QUILOGRAMA LIQUIDO;185638;43.057,00;1.233,74;59,89;15,91;44.366,54;5.590,18;12.60%;0,00;0.0%;1.877,43;931,69;2.1%;4.281,37;9.65%;0,00;63.385,80;6.338,58;10.0%;126,77;500,00;0,00;0,00;63.385,80
81708;OCCT01048/22;FOX 00231;2022-04-08;22/0666066-0;4,742200;NUTRAMAX S.A.;242523;NOME COMERCIAL: POLIDEXTROSE TIPO 3 (RS<0,3) (POLYDEXTROSE TYPE 3) EM PÓ - POLIDEXTROSE É O NOME GENÉRICO DO POLÍMERO COM LIGAÇÕES RANDÔMICAS OBTIDO PELA CONDENSAÇÃO DE DEXTROSE, ÁCIDO CÍTRICO E SORBITOL - CAS: 68424-04-4 - EINECS (EC#): 232-536-8 - INS: 1200 - FÓRMULA MOLECULAR: (C6H10O5)N - PESO MOLECULAR: VARIÁVEL, PORÉM MENOR QUE 22000 G/MOL - ASPECTO: PÓ FINO, DE COLORAÇÃO BRANCA OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A POLIDEXTROSE É UTILIZADA PRINCIPALMENTE COMO FIBRA DIETÉTICA SOLÚVEL, AGENTE DE CORPO, ESPESSANTE OU ESTABILIZANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39071041.0;1;;HENAN TAILIJIE BIOTECH CO., LTD.;HENAN TAILIJIE BIOTECH CO., LTD.;50.000,000;5949-C3;QUILOGRAMALIQUIDO;186818;396.685,03;109.070,60;474,22;1.440,00;507.669,85;0,00;0.00%;19.037,61;3.75%;16.233,52;10.661,06;2.1%;48.990,14;9.65%;0,00;648.393,97;64.839,40;10.0%;12,97;50.000,00;5.277,16;0,00;672.708,74
87255;OCCT06595/22;FOX00248 + 00258;2022-08-30;22/1688022-0;5,042800;NUTRAMAX S.A.;804714;"NOME COMERCIAL: DEXTROSE MONOIDRATADA EM PÓ (D-GLUCOSE MONOIDRATADA EM PÓ). DEXTROSE MONOIDRATADA É UM AÇÚCAR (MONOSSACARÍDIO, HEXOSE, GLICOSE QUIMICAMENTE PURA) PRESENTE NA NATUREZA EM FRUTAS, MEL, CARBOIDRATOS MAIORES ETC. NOME IUPAC: (2R,3S,4R,5R)-2,3,4,5,6-PENTAHYDROXYHEXANAL;HYDRATE - NOME QUÍMICO E SINÔNIMOS: D-GLUCOSE MONOIDRATADA; DEXTROSE MONOIDRATADA; D-GLUCOSE, MONOHYDRATE; C6H12O6.H2O; CORN SUGAR - CAS: 77938-63-7 (CAS ANTIGO: 5996-10-1)   EC NUMBER: 616-580-9 - EINECS: 200-075-1 - FÓRMULA MOLECULAR: C6H12O6.H2O (C6H14O7) -  PESO MOLECULAR: 198.17 G/MOL   PRODUZIDA COMERCIALMENTE A PARTIR DA HIDRÓLISE DE CARBOIDRATOS DO MILHO OU DA SACAROSE. É UTILIZADA PRINCIPALMENTE COMO ADOÇANTE NATURAL E FONTE RÁPIDA DE ENERGIA EM ALIMENTOS, BEBIDAS E SUPLEMENTOS NUTRICIONAIS ETC. PRODUTO EM PÓ DE COR BRANCA OU OFF-WHITE ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO CADA. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";17023011.0;1;;QINGDAO SHENGDA COMMERCIAL & TRADE CO., LTD.;ZHUCHENG DONGXIAO BIOTECHNOLOGY CO LTD.,;25,000;5949-C3;TONELADA METRICA;198370;76.902,70;56.244,67;133,48;0,00;133.280,85;17.059,94;12.80%;0,00;0.0%;5.887,81;2.798,89;2.1%;12.861,59;9.65%;0,00;190.987,87;19.098,79;10.0%;7.639,51;25.000,00;0,00;0,00;190.987,87
87243;OCCT06583/22;FOX 00247;2022-09-05;22/1728246-7;5,187800;NUTRAMAX S.A.;885271;"NOME COMERCIAL: MELATONINA EM PÓ - A MELATONINA É UM AMINOÁCIDO NATURAL ENCONTRADO EM PLANTAS E NO COPRPO HUMANO - NOME IUPAC: N-[2-(5-METHOXY-1H-INDOL-3-YL)ETHYL]ACETAMIDE - SINÔNIMOS: MELATONINE, N-(2-(5-METHOXYINDOL-3-YL)ETHYL)ACETAMIDE; 3-(N-ACETYL-2-AMINOETHYL)-5-METHOXYINDOLE - CAS #: 73-31-4 - EINECS: 200-797-7 - FÓRMULA MOLECULAR: C13H16N2O2 - PESO MOLECULAR: 232,28 G/MOL - ASPECTO: PÓ BRANCO OU OFF-WHITE - ACONDICIONADO EM BARRICA DE 20 KG PESO LÍQUIDO. UTILIZADO EM SUPLEMENTOS ASSOCIADOS À QUALIDADE DO SONO. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29379090.0;17;MELATONIN 100 MESH;TECHNO CHINA DEVELOPMENTS LIMITED;TECHNO (FUJIAN) FOOD INFREDIENTS CO., LTD;20,000;5949-C3;QUILOGRAMA LIQUIDO;198789;12.969,50;43,99;17,02;0,00;13.030,51;0,00;0.00%;0,00;0.0%;435,33;273,64;2.1%;1.257,44;9.65%;0,00;16.663,24;1.666,32;10.0%;833,16;20,00;0,00;0,00;16.663,24
89978;OCCT09318/22;FOX 00272;2022-10-06;22/1968499-6;5,214400;NUTRAMAX S.A.;328541;NOME COMERCIAL: PROPIONATO DE CÁLCIO SHIELD DRY - NOME QUÍMICO: PROPIONATO DE CÁLCIO - SINÔNIMOS: CALCIUM PROPANOATE - INS: 282 - CAS: 4075-81-4 - EC NUMBER: 223-795-8 - FÓRMULA MOLECULAR: C6H10CAO4 - PESO MOLECULAR: 186,22 G/MOL - ESTADO FÍSICO: PÓ BRANCO OU OFF-WHITE - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. O PROPIONATO DE CÁLCIO É UM CONSERVANTE MICROBIOLÓGICO LARGAMENTE UTILIZADO EM ALIMENTOS, PRINCIPALMENTE EM PRODUTOS PANIFICADOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010. LOTE: 95200347 - FABRICAÇÃO: 05/01/2020 - VALIDADE: 05/11/2023;29155020.0;3;;DISPROQUIMA PORTUGAL - PRODUTOS QUIMICOS, LTD;KEMIN;300,000;5949-C3;QUILOGRAMA LIQUIDO;202177;2.687,08;162,27;3,65;0,00;2.853,01;273,88;9.60%;0,00;0.0%;77,10;59,91;2.1%;275,31;9.65%;0,00;3.932,45;393,25;10.0%;13,11;300,00;0,00;0,00;3.932,45
89978;OCCT09318/22;FOX 00272;2022-10-06;22/1968499-6;5,214400;NUTRAMAX S.A.;EUROVANILLIN;NOME COMERCIAL: VANILINA EM PÓ (EUROVANILLIN PLUS 1200) - A VANILINA É UM ALDEÍDO FENÓLICO, UM COMPOSTO ORGÂNICO, UMA DAS SUBSTÂNCIAS AROMÁTICAS MAIS APRECIADAS PARA CRIAR AROMAS ARTIFICIAIS - NOME IUPAC: 4-HIDROXI-3-METOXIBENZALDEIDO - SINÔNIMOS: ALDEIDO VANILÍNICO, METILVANILINA - CAS #: 121-33-5 - EINECS #: 204-465-2 - FÓRMULA MOLECULAR: C8H8O3 - PESO MOLECULAR: 152,15 G/MOL - ASPECTO: PÓ BRANCO/OFFWHITE CRISTALINO - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. UTILIZADO COMO AROMA PARA ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010. LOTE: 21FEK1185 - FABRICAÇÃO: 05/11/2021 - VALIDADE: 05/11/2026.;29124100.0;2;EUROVANILLIN;DISPROQUIMA PORTUGAL - PRODUTOS QUIMICOS, LTD;BORREGAARD AS;50,000;5949-C3;QUILOGRAMA LIQUIDO;202177;2.755,97;27,06;3,75;0,00;2.786,78;0,00;0.00%;0,00;0.0%;79,08;58,52;2.1%;268,92;9.65%;0,00;3.548,11;354,81;10.0%;70,96;50,00;0,00;0,00;3.548,11
90796;OCCT10136/22;FOX 00271;2022-11-10;22/2240305-6;5,162900;NUTRAMAX S.A.;919553;"""NOME COMERCIAL: ACESSULFAME-K (ACESSULFAME DE POTÁSSIO) CRISTALINO. ACESSULFAME-K É O NOME GENÉRICO DO SAL DE POTÁSSIO SINTÉTICO (EDULCORANTE ARTIFICIAL ) OBTIDO A PARTIR DE UM COMPOSTO ÁCIDO DA FAMÍLIA DO ÁCIDO ACÉTICO - NOMES QUÍMICOS: POTASSIUM SALT OF 6-METHYL-1,2,3-OXATHIAZINE-4(3H)-ONE-2,2-DIOXIDE; POTASSIUM SALT OF 3,4-DIHYDRO-6-METHYL-1,2,3-OXATHIAZINE-4-ONE-2,2-DIOXIDE - NOME IUPAC: POTASSIUM 6-METHYL-2,2-DIOXO-OXATHIAZIN-4-OLATE - SINÔNIMOS: ACESULFAME K, INS 950 - CAS: 55589-62-3 - EINECS (EC#): 259-715-3   INS: 950   FÓRMULA MOLECULAR: C4H4KNO4S - PESO MOLECULAR: 201.24 G/MOL - ESTADO FÍSICO: PÓ BRANCO OU OFFWHITE, CRISTALINO. ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO. O ACESSULFAME-K É UTILIZADO COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29349919.0;1;;RIOSTAR INGREDIENTS CO.,LIMITED;ANHUI JINHE INDUSTRIAL CO.,LTD;5.000,000;5949-C3;QUILOGRAMA LIQUIDO;205811;229.749,05;5.126,30;286,33;0,00;235.161,68;0,00;0.00%;0,00;0.0%;6.926,17;4.938,39;2.1%;22.693,10;9.65%;0,00;299.688,15;29.968,82;10.0%;59,94;5.000,00;0,00;0,00;299.688,15
94636;OCCT13976/22;FOX 00275;2023-03-13;23/0483137-0;5,182200;NUTRAMAX S.A.;1009114;NOME COMERCIAL: GLICOSÍDEOS DE ESTEVIOL 95% EM PÓ - EDULCORANTES NATURAIS OBTIDOS POR EXTRAÇÃO A PARTIR DA FOLHA DA PLANTA STEVIA REBAUDIANA BERTONI EXTRATO NATURAL CONTENDO MAIS DE 95% DE GLICOSÍDEOS DE ESTEVIOL TOTAIS, SENDO A MAIOR % EM ESTEVIOSÍDIO, SEGUIDO POR REBAUDIOSÍDIO A - NOME QUÍMICO: 1) ESTEVIOSÍDIO / STEVIOSIDE: 13-[(2-O-B-D-GLUCOPYRANOSYL-B-D-GLUCOPYRANOSYL)OXY] KAUR-16-EN-18-OIC ACID, B-D-GLUCOPYRANOSYL ESTER 2) REBAUDIOSÍDIO A: 13-[(2-O-?-D-GLUCOPYRANOSYL-3-O-?-DGLUCOPYRANOSYL-?-D-GLUCOPYRANOSYL)OXY]KAUR-16-EN-18-OIC ACID, ?-D-GLUCOPYRANOSYL ESTER - CAS: 57817-89-7 (ESTEVIOSÍDIO) E 58543-16-1 (REBAUDIOSÍDIO A) INS: 960 FÓRMULA MOLECULAR: C38H60O18 (ESTEVIOSÍDIO) E C44H70O23 (REBAUDIOSÍDIO A) PESO MOLECULAR: 804,88 (ESTEVIOSÍDIO) E 967,03 (REBAUDIOSÍDIO A) G/MOL ESTADO FÍSICO: PÓ, BRANCO OU OFF-WHITE. OS GLICOSÍDEOS DE ESTEVIOL SÃO UTILIZADOS PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) NATURAL DE ALTA INTENSIDADE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29389090.0;11;;NANJING JOYFUL IMP. / EXP. CO., LTD;SHANDONG HAIGEN BIOTECHNOLOGY CO., LTD.;0,000;5949-C5;QUILOGRAMA LIQUIDO;217714;0,00;0,00;0,00;0,00;0,00;0,00;11.20%;0,00;0.0%;12,82;0,00;2.1%;0,00;9.65%;;14,25;1,43;10.0%;0,03;500,00;0,00;0,00;14,25
94636;OCCT13976/22;FOX 00275;2023-03-13;23/0483137-0;5,182200;NUTRAMAX S.A.;885361;NOME COMERCIAL: L-TRIPTOFANO EM PÓ - O TRIPTOFANO É UM AMINOÁCIDO ESSENCIAL UTILIZADO NA BIOSSÍNTESE DE PROTEÍNAS - NOME IUPAC: (2S)-2-AMINO-3-(1H-INDOL-3-YL)PROPANOIC ACID - SINÔNIMOS: 2-AMINO-3-(1H-INDOL-3-YL)PROPANOIC ACID - CAS #: 73-22-3 -FÓRMULA MOLECULAR: C11H12N2O2 - PESO MOLECULAR: 204.22518 G/MOL - ASPECTO: PÓ CRISTALINO BRANCO A AMARELADO - ACONDICIONADO EM 20 BARRICAS DE 25 KG PESO LÍQUIDO. UTILIZADO PRINCIPALMENTE EM SUPLEMENTOS COMO FONTE DE AMINOÁCIDO. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29339999.0;10;;NANJING JOYFUL IMP. / EXP. CO., LTD;XINJIANG FUFENG BIOTECHNOLOGIES CO.,LTD.;0,000;5949-C5;QUILOGRAMA LIQUIDO;217714;0,00;0,00;0,00;0,00;0,00;0,00;0.00%;0,00;0.0%;6,90;0,00;2.1%;0,00;9.65%;;7,66;0,77;10.0%;0,02;500,00;0,00;0,00;7,66
94636;OCCT13976/22;FOX 00275;2023-03-13;23/0483137-0;5,182200;NUTRAMAX S.A.;1009901;"NOME COMERCIAL: L-HISTIDINA HCL - A L-HISTIDINA HIDROCLORETO MONOIDRATADA É UM AMINOÁCIDO PURO, DE FORMA LIVRE, QUE ESTÁ PRONTO PARA SER ABSORVIDO PELO ORGANISMO SEM A NECESSIDADE DE DECOMPOSIÇÃO POR ENZIMAS DIGESTIVAS. HISTIDINA ESTÁ ENVOLVIDA COM A REGULAÇÃO E UTILIZAÇÃO DE VÁRIOS MINERAIS ESSENCIAIS NO CORPO, INCLUINDO ZINCO, COBRE, MANGANÊS E FERRO - NOME IUPAC: (2S)-2-AMINO-3-(1H-IMIDAZOL-5-YL)PROPANOIC ACID;HYDRATE;HYDROCHLORIDE - SINÔNIMOS: L-HISTIDINE HYDROCHLORIDE MONOHYDRATE, L-HISTIDINE HYDROCHLORIDE HYDRATE, L-HISTIDINE MONOHYDROCHLORIDE MONOHYDRATE - CAS: 5934-29-2 - EC NUMBER: 611-821-4 - FÓRMULA MOLECULAR: C6H9N3O2.HCL.H2O - PESO MOLECULAR: 155,16 G/MOL - ASPECTO: CRISTAIS BRANCOS OU PÓ BRANCO CRISTALINO - A L-HISTIDINA HCL É UTILIZADA PRINCIPALMENTE COMO FONTE DE AMINOÁCIDO EM SUPLEMENTOS ESPORTIVOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010. ACONDICIONADA EM 12 BARRICAS DE 25KG LÍQUIDOS, LOTE: LC22121501, DATA DE PRODUÇÃO: 15/12/2022, DATA DE VALIDADE: 14/12/2024";29332992.0;9;;NANJING JOYFUL IMP. / EXP. CO., LTD;HEBEI HUAYANG BIOLOGICAL TECHNOLOGY CO., LTD;0,000;5949-C5;QUILOGRAMA LIQUIDO;217714;0,00;0,00;0,00;0,00;0,00;0,00;0.00%;0,00;0.0%;10,94;0,00;0.0%;0,00;0.0%;;12,16;1,22;10.0%;0,04;300,00;0,00;0,00;12,16
94636;OCCT13976/22;FOX 00275;2023-03-13;23/0483137-0;5,182200;NUTRAMAX S.A.;1008333;"NOME COMERCIAL: L-GLUTAMINA É O AMINOÁCIDO LIVRE E NÃO ESSENCIAL MAIS ABUNDANTE NATURALMENTE NO TECIDO MUSCULAR. PRODUZIDO COMERCIALMENTE VIA FERMENTATIVA - NOME QUÍMICO: L-GLUTAMINA; IUPAC: L-GLUTAMINE (2S)-2-AMINO-4-CARBAMOYLBUTANOIC ACID FÓRMULA MOLECULAR C5H10N2O3 PESO MOLECULAR: 146,13 G/MOL CAS: 56-85-9 JECFA: 1430 FEMA: 3684 A L-GLUTAMINA É UTILIZADA PRINCIPALMENTE COMO FONTE DE AMINOÁCIDO EM ALIMENTOS, BEBIDAS E SUPLEMENTOS NUTRICIONAIS/ESPORTIVOS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29224220.0;2;;NANJING JOYFUL IMP. / EXP. CO., LTD;;5.000,000;5949-C3;QUILOGRAMA LIQUIDO;217315;175.935,69;2.001,57;215,16;0,00;178.152,43;11.401,75;6.40%;0,00;0.0%;1.265,82;0,00;0.0%;0,00;0.0%;0,00;212.022,22;21.202,22;10.0%;42,40;5.000,00;0,00;0,00;212.022,22
95308;OCCT00661/23;FOX 00275-2;2023-03-14;23/0502449-4;5,240000;NUTRAMAX S.A.;561130;"NOME COMERCIAL: EXTRATO DE TRIBULUS TERRESTRIS EM PÓ 40% SAPONINAS - TRIBULUS TERRESTRIS É O NOME GENÉRICO DA PLANTA HERBÁCEA RASTEIRA PERTENCENTE À FAMÍLIA DAS ZIGOFILÁCEAS, CARACTERIZADA POR ABUNDANTE QUANTIDADE DE ESPINHOS E FRUTOS ARREDONDADOS TAMBÉM ESPINHOSOS; ORIUNDA DA EUROPA, MAS ATUALMENTE ENCONTRADA EM QUASE TODAS AS REGIÕES DO MUNDO. EXTRATO SECO DE TRIBULUS TERRESTRIS PADRONIZADO COM MÍNIMO 40% DE SAPONINAS. NOME CIENTÍFICO: PUNCTUREVINE CALTROP FRUIT P.E - SINÔNIMOS: TRÍBULO, TRIBULUS TERRESTRIS, EXT.;TRIBULUSTERRISTRIS EXTRACT;PUNCTUREVINE CALTROP FRUIT EXTRACT - CAS: 90131-68-3 - EINECS: 290-381-1 - FÓRMULA MOLECULAR: C10H21N3O9 - PESO MOLECULAR: 327.28844 G/MOL - É UTILIZADA PRINCIPALMENTE EM SUPLEMENTOS NUTRICIONAIS PARA AUMENTO DA PERFORMANCE FÍSICA, AUMENTO DA LIBIDO ETC. PRODUTO EM PÓ DE COR AMARELADA/CREME A MARROM/ESVERDEADO (PODENDO VARIAR POR SER UM EXTRATO NATURAL) ACONDICIONADO EM BARRICAS DE 25 KG PESO LÍQUIDO CADA. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";13021999.0;1;;NANJING JOYFUL IMP. / EXP. CO., LTD;HANZHONG TRG BIOTECH CO., LTD;4.300,000;5949-C3;QUILOGRAMA LIQUIDO;217442;79.988,60;1.643,58;99,98;0,00;81.732,16;5.230,85;6.40%;0,00;0.0%;816,34;1.716,37;2.1%;7.887,15;9.65%;0,00;108.203,18;10.820,32;10.0%;25,16;4.300,00;0,00;0,00;108.203,18
